Comment,Length,Specific,Actionable,Justified
Foot: I like that you can see the relevant info right away (number and time remaining)! It's great that you can see the menu as you're waiting.,27,,,
"For the transcript section, I would like to automatically have dates and 'important information' highlighted and possibly moved to a new location within the note taking app.",27,,,
Great job in providing a digest of the tasks for the next day. This does a good job of putting ones schedule in context of their todo's,27,,,
How does it calculate what time to sleep based on previous patterns? If you've slept few hours does it try to compensate by having you sleep more?,27,,,
"I like the design in the shoe, it is very creative. I think that the skethes could be a little more clear in order to show more.",27,,,
I like the functionality because I find it hard to take notes. I wish that it could drag snippets from the links into under the key topic.,27,,,
I really like the idea - in what way are the grocery lists synchronized with the app? via receipt or some sort of other itemized store list?,27,,,
I wish you can put the search bar and the overview on top of the side bar since they are the most frequently elements to look at.,27,,,
I wonder if a map would be hard to read. Maybe it would be better to display zones/aisles? or just the instructions of Go Forward 3 minutes.,27,,,
If your intention is to reserve a room I don't see the option to do that here. Unless this is time remaining on the room you have?,27,,,
"Inch interface is too much for an iWatch interface. I recommend giving it one function only, or putting these features into a widget instead of an iwatch.",27,,,
"Love your idea !! It would be nice to see some interface on the board. For example: maybe put some settings on their, snapshot, things like that.",27,,,
Probably make use of the haptic feedback and that can be a huge user experience improvement and reduce the problem of looking at the watch while snowboarding,27,,,
"Visually the design is very clean but I do think it is hard to read the orange font on a white background, especially at a far distance",27,,,
1 point penalty for late submission it was after 2 am i can consider the 107 am submission to be on time but looks like it wasnt complete,28,0,0,1
good job in filling the functionality gap over the past few weeks but i think theres still some potential to improve the aesthetics and interaction of the app,28,,,
it might be useful to have interview questions at the end of your test so you can gather good insights about what your user thought about your app,28,,,
the idea of visualizing the progress of saving money is novel there might be a way to make it more distinctive and thus letting your app stand out,28,,,
it didnt seem like there was a clear solution at the end of the storyboard because the user was still ignoring the timer again avoid making a timer,28,,,
there are tad bits that can be enhanced for example there is a downward arrow in the my tasks page which is hard to know the functionality of,28,,,
conveying emotions in artifacts photos videos text is a very interesting design space good job but the link between your observation to the need statements is somewhat weak,28,,,
the design of the activity is interesting but its exploration connected to the pov is limited what other pain points scenarios do people have in managing their finances,28,,,
because your app assumes the existence of two smart watches i think it would have been great if you could include interaction through them as well while testing,28,,,
lots of confusion and misunderstanding observed from the users its a good time to think about how the app is structured around user scenarios and redesign if necessary,28,,,
"FOOT SCALE 1) You should include an ""Other"" tab on the top because every grocery store sells different items. This tab could cover snacks, alcohol, baked goods, etc..",28,,,
Foot: I like the status bar but I think it is somewhat visually unappealing and you may want to change it to a color gradient across the bar.,28,,,
I like the idea of a visual overlay for instruction - its quite similar to the production effects that a sports network would do during a replay analysis,28,,,
I like the interface but why doesn't the video mode go to full screen and what is the purpose of the grey background taking up so much space?,28,,,
I like the simplicity of the watch app. I'm not sure why the user would need to see their HR though esp if they're trying to fall asleep.,28,,,
"I like your attempt at making the product more hygenic, that's is aboslutely an issue as more and more people use the product so identifying that is big.",28,,,
I wish it is more high resolution and true to scale. I don't know if it's just like this on my laptop or is it just like this.,28,,,
I'm a little confused as to why Google Maps is her hack. Unless she takes the information from Hostels/Facebook/Yelp and then use Google maps to cross-reference her choices.,28,,,
"If the app's main goal is to help gamers get enough sleep, then maybe the app could set up a recommended alarm clock time to wake up to?",28,,,
"If you were to create an app, you could display the items using a grid. To add, you could also highlight the uncommon items, like on the receipt.",28,,,
"Inch scale - I like the simple, minimalist design--however, is the temperature a necessary statistic to display when dealing with light energy savings? Consider removing for more space",28,,,
"Make sure to clean up the minor textual errors for Tuesday (You have second floor twice in the yard design), and Muir College Apt might be too vague",28,,,
"Really good set up of problem, however, I believe for this asignment we were supposed to identify a lead user who has already come up with a solution.",28,,,
Showing how the different sections compete for who is able to start the wave is a little unclear and I am not sure if it would really work.,28,,,
Tag transcript sounds really good! Like having a way to know what time in the lecture you need to recheck later makes a lot of sense to me.,28,,,
"Voice is a good way as a input in inch size. However, it should be more intuitive to tell users what users can say to control the system.",28,,,
please plan one week in advance so that progress can be compared also include development tasks other than those strictly required by the assignment such as any bugs fixed,29,,,
take a more concrete stance this one gives a little insight but no direction also the jump from necessary belongings to whattowear can be considered fairly arbitrary without justification,29,,,
someone else cant come up with a distinct prototype from with the pov just from looking at the storyboard if the storyboard itself contains the working of the prototype,29,,,
there is scope to make it much better given how rich your observations are think deeper and dont let your personal bias if any guide the point of view,29,,,
try to phrase needs in a more general manner even though they should relate to your observations they shouldnt specifically talk about those or the subjects esp by name,29,,,
on a different note how would you handle the case when the app cannot suggest a group immediately maybe because not many people have signed up for one yet,29,,,
the point of view doesnt seem to capture the real reason of why people are not good at cooking why do they not already understand their kitchen and tools,29,,,
i think you should focus on the fact that there is greater contextual information that is constantly changing as i think that is the unique value of your app,29,,,
i like how patients can sign in as a guest it is unclear if a scientist or investor can sign in as a guest should they be able to,29,,,
some of these are featurelike and hence sound like solutions such as enroll in one click what you probably mean is that it should be an intuitive simple process,29,,,
im sure youve realized by now but you are leaning towards treating the user like a subject also productivity apps are overdone so you need to keep distinguishing yourself,29,,,
most of these needs were to focused on the tools used for navigation or physical features should focus instead on user confusion or how they react to confusing directions,29,,,
while its fully functional im certain your team can actually implement the feature of tracking a persons movement along the routes without that your app is only half baked,29,,,
the skill of playing a game outside of cooking does not translate to actually cooking how can you bridge this gap more how can you augment the cooking experience,29,,,
i would just do one of the 2 options so that you can guarantee that your results are based off of one change rather than a multitude of factors,29,,,
i felt bad to deduct another point here for the same reason as the last week but you were supposed to include both weeks development plans side by side,29,,,
the race idea is creative but this still relies heavily on a timer component a more interesting area is how can we encourage productivity without the use of timing,29,,,
prototype doesnt seem to show full interactions also from this overview it just seems like an app to input budget info what makes this different from things like mint,29,,,
for anything that is only to be submitted trial watermarks are just fine however if it has to be presented try to use other free tools that arent noticeable,29,,,
its good that youre taking inspiration from strava but be careful not to make an app too similar to strava what can you do instead to set yourself apart,29,,,
i wish the app had a visible timer you can test if a visible timer that counts up or down motivates people to stay focused on their assigned task,29,,,
"2) On the 4th screen of the inch scale, what happens if bars or tables are not available? Would the interface only display one of the options? or both?",29,,,
"As the final presentation, you can include the screen of presentation, which allow users to go through the video when they are taking note without going to another page.",29,,,
"Especially at the inch scale, I think the design looks very simple and organized. All of the information that one would need is clearly displayed at an appropriate scale.",29,,,
"For future iterations, could it be possible to draw out other functions? I don't play the game but there should be space for more interaction outside of the game.",29,,,
"For the watch interface, if the breathing and heartbeat of the user is good, then the text or image should turn green, indicating that the user's state is positive.",29,,,
I like that there is a separate beginning workflow for drivers but I wish it were not so small so maybe you can make the driver's entry part bigger.,29,,,
"I like the idea of giving someone more creative and interactive tools, Im a little lost so more detail woud be great, but it seems like an interesting topic",29,,,
"I like the idea of improving one of Snapchat's flaws, but how much more creative can you be when designing an interface/interaction for this? Just something to think about!",29,,,
"I like your idea and I can see how important this can be for people in such a situation, both for EMTs and people asking help for real emergency.",29,,,
I think that the interface has a lot of functionality but I was wondering if you could add options to fill out or add more tax write up forms.,29,,,
I wish you can categorize buttons or screens by funtionality and it is better for users to get the visual guide immediatly to familirize the control without much training.,29,,,
I would like a physical time left during the game or maybe something that tracks time. It would be helpful to know how long each game is on average.,29,,,
I'm not sure whether there will be a privacy problem for the yard interface becasue not everyone wants to display what he or she has ordered in the public.,29,,,
"Maybe you should add a way for users to bid or counter offer the posted price, because the poster might not be aware of all the potential costs involved",29,,,
My hunch is that EMT people in such a situation should have a really simple and fast way to send out the report about current situation in current area.,29,,,
"Normally, the message notification is under the user section. Maybe you can combine the message to the ""Panera Bread(4)"", which can help you make the the top bar cleaner.",29,,,
"Overall, definitely, a very simple and yet powerful application. I can see myself using this ! It would be much cooler to have different features but good job !!",29,,,
"Since your persona is loking for all new furniture, maybe you can display sample arrangments of rooms and they can see where to find each item within the room.",29,,,
"The 3 rectangles take up a ton of space on the screen, they can be better consolidated and more effectively provide the user with input if they were nested",29,,,
"The bar ""next Due Date"" should be changed to ""Due Dates"" or something. The term next makes me think there will be one thing when I click on it.",29,,,
"The interface looks intuitive and easy to navigate. I like the use of increasing the text size for the scores, which indicates its importance to the game and user.",29,,,
"This application is absolutely something I would use, I am okay with walking a little distance if i know I'm getting the lowest price available and save some money.",29,,,
"This is really interesting. The pad not only supports laying down, but also supports standing against the wall when not in use. Very smart and efficient use of space",29,,,
"Who is the interface for? The event planners? Or the people who need rides. If it's for planners, you'd want it to be easy to change passengers and drivers.",29,,,
the last storyboard isnt really distinct from the 2nd one snoozing is a fine functionality to present but a better way would be to try explaining it as a need,30,,,
note since the link provided is codeinsuitsgithubionewhealthfund the corresponding repository would have been graded which we will expect from the next assignment which doesnt have a json at the moment,30,,,
at first i thought the observations centered around a general daytoday history but in the end the focus arranged around students learning experiences which i think is a good choice,30,,,
way too much text on this storyboard also what is this storyboard trying to convey intimidation in cooking or not knowing how to cook those are two separate user needs,30,,,
point awarded because you have the right idea of the point of view but i think you could better apply this to a more specific activity than simply playing games,30,,,
i dont think number of pages is an appropriate variable to measure here number of clicks before clicking find missions might be a better measure of what youre looking for,30,,,
theres a bug on the httpregionpoolxyzdashdestination page clicking on the suggested cross streets cities does not populate the text box only if i hit the enter button does it populate,30,,,
not sure what the difference is between the content in preparation instructions and the method selected in all meal components i think having real content would have made it clearer,30,,,
the video does demonstrate how the app is used but it does not reveal who the potential users are which is why i could not reward you with the point,30,,,
after creating a topic bubble and entering the bubble i am unable to add more topic bubbles this only happens when i create the bubble at the top most level,30,,,
point of view should be more concise for example your point of view would be fine even after the second the sentence as it captures the main problem of engagement,30,,,
you didnt provide a solution to the user need the user was still left disappointed i dont see the user interacting with your app to have hisher user need satisfied,30,,,
"About your foot sensor design, I am still doubting whether a normal foot toe movements might cause sending a false signal. But I guess we could just assume it works",30,,,
"Change ""Cancel"" to ""Cancel my ticket"" to maintain consistency. ""Cancel"" button should have less visual weight since it's a secondary button. You don't want the user to click on that",30,,,
"For idea 1 interface, it is better to have a desciption section for student's reply. Students can description their works, which helps buyers to choose the best one they like.",30,,,
"For sleep, food, and exercise, i really like how there is a search function but I would recommend adding filters to each category. It would make the search more efficient.",30,,,
I can see the app accidentally being triggered during a workout when the user forgets to say work out. How can the app distinguish between danger and a normal activity,30,,,
"Is there any reason car info is displayed twice? I think if you only represented it on the right, the space on the left could be used for something else.",30,,,
It might be better to specify the detailed scenario of your persona for different scale so that you may have a better idea of what to design in each interface.,30,,,
It seems to be cumbersome that the user has to wear sensors to determine posture. Try to find alternative ways to detect motion (video tracking) that don't inconvenience the user.,30,,,
It's hard to know where to look first and to know which info is most important. Perhaps utilizing different font weights and text decorations could help with emphasizing relevant information.,30,,,
It's limiting to have the info screen only show up when you point the camera at something. Why not just have it show the closest art piece to your location?,30,,,
"Or even better, to have colorerd background on the watch to indicate good and bad, and have text on it to show what is the suggestion of postures right now.",30,,,
"Perhaps maybe a simulated picture mode - displaying items in a virtual fridge, with icons indicating how fresh the food is / how urgently the food needs to be eaten",30,,,
"The heatmap idea is cool, but if the purpose of the design is to find available study rooms then maybe this space could be used to better represent the rooms.",30,,,
"The recovery view is very useful, a fitness assistant that factors in your ideal rest time and suggests workouts for you based on the ideal muscle groups is very applicable",30,,,
great job i enjoyed the consistent interaction flow aesthetics throughout the prototype and that is why i rewarded extra points im looking forward to its complete implementation in the coming week,31,1,0,1
think about how you can wizardofoz a concept that will be taught soon but you can see the video earlier the spotify integration since the idea hinges on it good work,31,,,
there are unique interactions in the app but theyve been poorly explained here and bunched along with those that are either auxiliary or not really unique less is more at times,31,,,
the needs are examples of what you can achieve through the outsourcing process itself rather than what users needs are for the mechanism of outsourcing that you will come up with,31,,,
the video only shows the aspect of the app where users can find deals theres no mention of your other features such as other people putting coupons shown in the video,31,,,
i couldnt find the part that reflects on what kinds of things you found heuristic evaluation valuable for and what kinds of things its not very useful for in your experience,31,,,
as per the instructions the purpose of that screen to give us an idea of how you expect users to interact with it which is missing hence the point is docked,31,,,
i wish the pov focused more on the problem why the subjects ended up failing to track the necessary information about nutritional intake and then its ultimate relation to health complications,31,,,
youre still in good shape keep going and it will be a great app dragging the button is somewhat sloppy see if you can use a better maybe even simpler animation,31,,,
apart from creatingviewing a workout i dont see any other tasks possible the app should definitely do more talk to me or any other ta about the scope of your app,31,,,
some of your needs are too tied to some sort of technology the needs should be very focused on behavior and motivation of language learning rather than the tools they use,31,,,
"A little confused by the solution and it seems like it may be too general purpose, don't give them the freedom to choose their layout, design the perfect layout for them.",31,,,
"At the inch scale, It might be hard to distinguish table from table. I could see people with larger fingers having trouble clicking one table over another with such small buttons.",31,,,
"Because this is a new technique, I wish you can add more details on the interface about the project to allow users to learn more about the project with further information.",31,,,
"I like the idea, but why not take it further and make an interactive board that the professor can use to add templates or autocomplete what they're writing on the board?",31,,,
I think your design uses space a lot better after the in class feedback! I wish there were more colors. You can add colors to buttons or text to differentiate them.,31,,,
"I'm unsure as to what the ""Mark as duplicate"" button does. Do you press this when you see symptoms listed twice? Does one then get deleted? How do you decide which?",31,,,
"Ideally, I believe the public display is like a giant Skype so that trainer and trainee can both see each other's body and trainee can give feedbacks in the real time",31,,,
Just a small thing; wouldn't we want to see that accepted is green? And that rejected would be a different color? I'd suggest you work on which colors indicate which priority,31,,,
"Out of curiosity, how would this be able to support multiple people? If I remember correctly, Melee supports up to 4 players at once; how would you implement this interface then?",31,,,
"Really like how clean it looks but would recommend not using that shade of blue for everything, it is hard to tell the difference among keys. Would recommend a different color!",31,,,
"The buttons for music/mode should be larger, especially on the watch interface. I think it would also be itneresting to play with a swipe interface to select either mode or music.",31,,,
The design for the schedule is not intuitive. Maybe you could have some symbols or color lump to better visualize the schedule. Show more graph features than words for this section,31,,,
"The only thing I would add to this is switching the desk to a sitting-standing desk, so that he can continue to work without worrying about his physical posture or comfortability.",31,,,
You could utilize a different text color for the friends with the longest snap streaks to make the content more salient. Doing this would also create a logical sense of hierarchy.,31,,,
update since you have used a database it effectively negates losing the point for not using data for the core functionality but you still need to do it for the next assignment,32,,,
no dead ends per say but links do not open projects filtering does not work and one of the major features of your app uploading a project doesnt seem to do anything,32,,,
nicely done however this isnt really possible with a web app so it might be wise to choose another idea or pivot please let me know if you need to discuss this,32,,,
what i really liked about this point of view is that you observed different kinds of activities and found a general pov that penetrates the painpoints you found from each of them,32,,,
good job overall but there wasnt any description of what kinds of things you found heuristic evaluation valuable for and what kinds of things its not very useful for in your experience,32,,,
instead of user needs your list details possible solutions an example for the first case would be users need an easier way to lock their bikes to posts more efficiently and effectively,32,,,
im not sure what really has improved from the previous iteration im assuming most things are under the hood which is good but not always adequate given the focus of this class,32,,,
good job on your assignment the interviews and insights found were very thorough and interesting your pov is also very strong and provides a lot of opportunities keep up the good work,32,,,
make sure to actually use the plan check things off as you are done and estimate the time needed for each task plan one week in advance ie for the next milestone,32,,,
also at least one of the needs focus on solutions srinivas needs simple dropdowns and functionalities to navigate websites you may ask what is it that having a dropdown interface can solve,32,,,
the video is well paced interesting way of using a sequence of images that are not too discontinuous however the potential users hinted are too specific try to make it more general,32,,,
on the map screen if i click view larger map it just takes me to google maps how will the info i input into google maps be relayed to the app itself,32,,,
"For me, the content is lacking a bit. I understand it is a simple use case but as such, I would like to see some interesting/unconventional interface instead of simply a tablet.",32,,,
"For the watch interface, I would recommend not having the list of groceries and instead have a google map/siri telling you where to go to get your items at the grocery store.",32,,,
"I am bit confused by the ""Send Notification"" and ""Note Participant. They are similar to me. If they are not, maybe you can change the term ""note participant"" to a clearer name.",32,,,
I am not sure how the 3D objects would work with the 2D screen. Is there a way to interact the with the 3D object to project them into the 2d screen_,32,,,
I don't know what this number means. Time I've spent in the room? Time left in the room? Where is the interface for selecting which room and for the length of time?,32,,,
I don't think there is a need to show all 4 years at once. It should show your current year and let you select other years if you wish to view them.,32,,,
"I like how simple the inch UI is, but I think that what the user needs to know is whether or not they need to do something. Maybe just stick to reminders?",32,,,
"I like the blue shades you have but I think it makes some of the text hard to read like shade of blue with ""fourth."" I would maybe try a different blue.",32,,,
I wish the app makes a distinction than adding a function to uber or lyft. For now it does not seem interesting enough.And I'm also confused what does the button setting do?,32,,,
"I'm curious to see what UI design you come up with - would it integrate using ASCII values to sort lists of users, or some sort of graphical interface to manually group?",32,,,
Im concerned with the use of the toes because they are very hard to move individually. Also how will the user know that they sent the right signal? Is there any feedback,32,,,
"interfaces are nice, but buttons look a little small - especially for the inch interface. Keep in mind most people won't be able to fit 3 fingers on the screen at once",32,,,
"It would be better to have the public display shows the recommended combo of fitness goals, because it reckon it would be a display on the wall of a gym or somthing.",32,,,
It would be nice if the tablet shows your class schedule on the weekly view and the events in that view so you know how each event may fit in your schedule.,32,,,
"It would be really cool to expand the buttons to allow for pencil gestures to trigger formatting. For example, putting a square around a line of text converts it into a header",32,,,
"Not sure about the alarm clock UI because it seems like you are showing too much, I would recommend showing the upcoming alarms or have something you can scroll through the alarms.",32,,,
"On the yard scale, I like how you have the current action showing at the bottom of the screen. It gives a live update of how the user is modifying the system.",32,,,
"Please explain more in-depth how one would have the glasses start its task - i.e. how the glasses know that he is baking brownies, how the glasses know he needed help, etc",32,,,
"Probably one thing that is needed by puzzle solver is that they need a way to manage their pieces, since with 1000 pieces it is easy to have some pieces got lost.",32,,,
"Switching between users should be changed, I don't think people will use or even see the user names so possibly where it says 'Pantry' that could be changed to reflect the user.",32,,,
while your p value is indeed 05 it is more better standard practice to report it at its greatest degree of significance which in this case is 01 so your pvalue is p01,33,,,
one point of extra credit for the drawing art implementation make sure you make it clear exactly what the purpose of your app is and differentiate it from simply a drawing art app,33,,,
tip mark stretch goals with a different colorbghighlight rather than a dedicated column also try to format it such that it can be seen at a glance rather than being on different pages,33,,,
interesting observation of what and how different people maintain some of their past histories it could be a little challenging to come up with a more concrete and unifying core need to tackle,33,,,
by adding extremely low level details about how to use the app on the script youre likely going to bias the user and not allow them to explore the app on their own,33,,,
i think the kind of comments you received from the other team is valid i also suggest looking into how to build the navigational flow and the main page more informative and intuitive,33,,,
think about deadlines so that you are on track each week also mention some stretch goals finally tasks should be more specific and actionable ps please select all relevant pages in the pdf,33,,,
the indicated user need is not unfulfilled in todays world with sites such as glassdoor and hence not really a need try to dig deeper about what heshe is unable to find easily enough,34,,,
honestly i think the current grade was as generous as possible i had differing opinions for two rubric items which i have explained but since they negate each other the final grade is unchanged,34,,,
"the pov is interesting but a little too focused on the solution 
 college students new grads need a tool to keep track of their networking activities with other connections in different source of communications",34,,,
by the way how do you feel about implementing the done button of the tasks view to reflect the chance in the home view ie clicking done removes the upcoming event from the home,34,,,
some of the changes you suggested are cosmetic different naming the size of the button etc and i think the focus should have been more on other important questions raised from your heuristic evaluations,34,,,
the base activity youre observing is not too clear its great that youre thinking of changing the status quo but this exercise is about finding situations where it may be necessary to begin with,34,,,
great job in implementing the overall functionality of the app although im excited for this development i also think that there is some potential for future improvement in both its aesthetics and the user interface,35,,,
i think you took detailed notes the subjects response to your interviews however i wish you mentioned in greater detail about the breakdowns and successes that the users faced as that was a bit unclear,35,,,
we believe your team deserves extra credit because the app had few bugs and has improved a lot from last week make sure to add some color other than that great job keep it up,35,,,
this pov focuses on the solution of having more accurate data instead your pov should focus maybe on the fact that navigation is difficult because the environment is always changing or the confusion in navigating,35,,,
it relates to the pov and a storyboard but im not sure what main concept of the app is besides being a way for users to input info about their dog from the prototype alone,35,,,
the development plan structure is kinda confusing also it does not lay out who is dedicated to each task it might be easier to organize by assignment and by task rather than by individual days,35,,,
sufficient but i also want to see more discussion about how you are fitting in with the brief what changes would you make with respect to that try to incorporate that in the next assignment,35,,,
some of your needs are quite insightful but others are more related to improving games rather than the behavior i especially liked the need you stated about having a busy mode in the physical world,35,,,
i think the race idea is interesting but try to think outside the realm of timers and task lists those ideas have all been done before planningscheduling apps are on my taboo list for that reason,36,,,
like i said in studio you might want to consider making the main page more visible and intuitive giving a clear sight of what your app provides and what possible outcomes does a user can expect,36,,,
some of the comments could have fallen in other heuristic categories ie used x to go back but panel 3 used a back arrow is listed under aestheticminimalist design when it should likely go under consistency,36,,,
good plan 4 hours for a title font good thing you labeled it as a stretch goal this is secondary add a task to find research articles that better motivate your choice of data game dynamics,36,,,
thank you for an awesome quarter you guys rocked enjoy the winter break and hope you earned some insight and inspiration from this course hope you a great new start for whatever youre trying to achieve next,37,0,0,0
i can appreciate how the forcefulness of the nudge is important but it doesnt justify a second prototype and should be part of the original one which would also improve it in terms of the flexibility heuristic,37,,,
think about how you can implement this if you choose this idea especially the automated voice since it is an important part of the app also look at existing apps to find if this is indeed new,37,,,
like i said in studio you would like to think about how your app fits in the entire cycle of networking right now it focuses on the initial interaction of collecting and exchanging contact information or resumes,37,,,
some of the needs are weakly connected to the observation or its breakdown for example it should be developed as a plugin as well in case user does not want to install another app to their phone,37,,,
instead of specifying which person had a need i would have recommended to make it more generalthat is replacing andrew edwin and michael with user and making google calendar theta tau rush events etc with calendar events,37,,,
decent but youre close to simply reiterating the pov of personal informatics with respect to finances keep in mind this is now taboo so consider a multifaceted approach or a facet of life that is not finances,37,,,
i am not sure why you have 2 navigation menus hamburger and kabob as a new user i would be confused as to which serves as the main menu perhaps change the icon of one of them,37,,,
furthermore this may not be the best ab test to do because besides the big orange button on the middle of the screen what else would they click it might be better to do a different test,37,,,
please provide the old plan too both in a readable format avoid links tip some columns can be removed others can be resized export the plan as a pdf and join pages online rather than using screenshots,37,,,
this is a decent point of view it combines a comment on people and their lives as well as incorporates motivation for citizen science do more background research into scientific questions that are usually asked in this domain,38,,,
to further expand the relevant design space i suggest observing people who participate in book clubs people who read leisurely and summarize what they have read in some form or people who try to find what to read,38,,,
i like the profiles for your users for scientists i wish there was a way to see their entire background maybe provide a link to a webpage outside your app that has more indepth information about the researcherinvestor,38,,,
the page titled task it have many buttons but none of them seem to be fully implemented yet also the tasks button only duplicates the current window into a new tab please check out the video below httpswwwyoutubecomwatchvg5t46bpxxyk,38,,,
your pov states past medical information and also that there is not a simple way to access these histories but there seems to be no way to access the historical information the 4th screen of the first prototype,38,,,
make sure to inform users via the interface itself how the recommended activities are chosen and what the set intervals button does i get it from your written summary but the interface doesnt talk about breaks too clearly,38,,,
interesting idea i like how you interviewed different types of musicians and were able to zone in on the major issues of song writing and collaboration your user needs are unique and insightful overall great job at needfinding,38,,,
be sure to explicitly state what you are planning on measuring with the ab test also you seem to want to track a lot and that may not be possible try focusing on just one aspect to test,38,,,
im assuming that making your personality transparent means that youre making your personality information available to others rather than making your personality not unique transparent as if it can be applied anywhere without a significant change for example,38,,,
some of the needs are dependent on the platforms specific feature types and thinking about having those features or not might bring some insights as to why certain interfaces are designed in their respective ways both bloggers need a way to easily see changes in their follower count and which specific accounts are following or unfollowing them ie other bloggers accounts or business accounts alyssa needs an easier way to sort out pictures to check if her photo will fit in well,38,,,
youre changing more than 1 thing Ê«one being the actual ui going from buttons to drop down and the second being that youre limiting the number of choices from any number to less than or equal to 3,38,,,
the only thing is that it is not explicitly clear that the app is supposed to a cleaning app among roommates or housemates also the currency system is not well explained how do users use their earned currency,38,,,
its unclear how to clear the goat i like your teams concept for this app and i think you can do a lot with that idea but a lot of the functionality isnt working yet or isnt completely clear,39,,,
great pov one suggestion is to put this statement into a context for example how does this statement relate to friends who want to join social events how does it relate to friends who want to organize such events,39,,,
really great job this week we believe you guys went above and beyond the criteria of this assignment the app may have a few bugs but the interactions are there and has improved from last week keep it up,39,,,
the way the app looks now makes this seem more about creativity rather than stress this isnt necessarily a bad thing but if your pov is about stress the stress component needs to be more clear within the app,39,,,
facebookyelp could be more unique examine lis 5 stage model and consider a multifaceted approach your idea might become more interesting if focused on a different stage of the personal informatics model generally preparation reflection and action are underrepresented,39,,,
i think you could have improved on explaining the specific breakdowns and successes that your subjects encountered during their activity some of the user needs were redundant overall i like the activity that you chose good job at needfinding,39,,,
it was interesting to see how people engage with various platforms to track their daily activities would there be any design opportunity neglected by not considering nonplatform usage though are you trying to develop a platform specific enhancement idea,39,,,
time estimation is missing although i mentioned that i look at hours spent more importantly to gauge even work distribution among the team members without providing time estimation of each task i cant give constructive advice about your task design,40,1,0,1
no github link provided in the submission informing us postdeadline helps you get the code graded but does not fetch the point the purpose of this rubric item is to avoid overhead which is important for such a large class,40,,,
not clearly linked to citizen science look more into scientific questions within this domain to better motivate your design figure out a way to make the user more than just a subject but an actual contributor to the scientific process,40,,,
doesnt take the current location and destination of the driver bob might be going from warren to scripps whereas the user needs to get from scripps to warren in which case the user cant really hitch a ride with bob,40,,,
for the remind johnny finish reflection page i was confused as to why there were more than one person on the list when you are just reminding johnny i wish the reminders only reminded the person involved with the task,40,,,
see previous rubric item for more focus less on the reminders too if i didnt say that already not core functionality but very close to it good candidate for wizard of ozzing focus more on the data and the visualizations,40,,,
there should definitely be some pointers about what is being represented for the benefit of new users since it is not clear otherwise tip what is covered in the textual explanation should end up as part of the onboarding process,40,,,
your distribution of work is uneven be sure that everyone is contributing a fair amount if this means a member isnt as comfortable with coding then they should be taking care of more of the design or user testing components,40,,,
your team is showing good progress with the application and the interactions are there i would suggest polishing up a few componentseg the drawerand finishing implementing the missing pageseg the page when clicking on the bottom left of the drawer,40,,,
also think about stretch goals it could be good to have those defined so that you can have a little bit of buffer when things get busy stretch goals could be some of the goals for the coming weeks for example,41,1,1,1
use better git commit messages aggj fgsdbb etc arent real messages having better messages makes rolling back easier in case a commit breaks your system you can look at some sample commit messages from a repo i was working on httpsgithubcomaloksmcrowdsbackendcommitsmaster,41,1,1,1
some tasks are not specific or actionable enough such as implement setting page also include time estimates and appropriate deadlines week 6 has all on the same day accounting for any off daysholidays the whole purpose is to use the plan,41,,,
leaves too much to the imagination and you create bias by telling them too specifically what to do and what the app is about we also want to know how they respond to the site prima facie without any knowledge beforehand,41,,,
think about stretch goals and deadlines within the week also make sure to plan at least one week ahead tasks for a5 arent owned by team members yet the entire purpose is to use the plan to keep things going well,41,,,
reflection pinpoints the major problems of the other teams two prototypes however the paragraph is missing your thoughts on heuristic evaluations therefore i could not reward you the point good insights on your hes and solutions to the other teams problems,41,,,
"it would have been better if some of the need statements were more explained student needs a better way to view upcoming assignments better than what
 student needs a better way to differentiate between assignments for different classes better in what way",41,,,
interesting concept of racing against friends to do tasks what i think might be more unique is thinking of ways to hold friends accountable for their tasks and tasks should not be limited to homework as this should be more generalizable,41,,,
its fine to fake it this week but there should be some substance too by a8 esp for extra points point docked as there is little auxiliary functionality such as editing major leavingchanging a group that make the app relatively static,41,,,
i just realized youve recreated a questionanswer forum lol i think the way you distinguish it is by everything being more data driven i think the best way to do this is to force all of your data to be numerical,41,,,
if you click on the current location icon on the top left it throws an error saying geolocation error only secure origins allowed this is because it hasnt been loaded over https but if loaded over https your map doesnt load,41,,,
