ID,Comment,Num duplicates,Length
1211,dev plan  rip parse,0,4
634,ensure youre completing the assignments eg comparisons across prototypes also a login page is not a home page,0,18
635,nice job summary could have explored more solutions and speak more to the he and less about the product,0,19
1214,can gray out the disabled button even more for better contrast,0,11
1111,github repo needed this to verify use of json etc,0,10
1117,main functionality lacking in many pages makes the interaction hard to evaluate as is make sure you guys get it ready for testing this week,0,25
464,storyboards lack sufficient detail  the prototypes need to diverge more  the ideas are too similar,0,15
1119,your github url seems to be broken httpsgithubcomwscottmillercookingmamarealedition gave me a 404,0,12
1118,missed some goals this week avoid having all assigned to a task make sure to have a single owner,0,19
467,inspirations lack competitive analysis  only compares to one event venue facebook,0,11
1448,good job overall as a note on metrics for testing timing may be a hard one for distilling insights another potential metric o maybe think about is whether or not one design is more conducive of using the category options as you noted in your tests some users just wanted to jump straight to search essentially a question of exploration vs premeditated want  would different designs influence how much users explore rather than directed search could be an interesting question not required at all just leaving it out there for thoughts,0,91
466,your inspiration picks shouldnt explain only what that the app does but how it inspires you,2,16
1357,comments there are clearly still some pieces of information missing but overall your plan seems straightforward and well laid out,0,20
1355,wanted to see a little more detailed protocol i should be able to replicate your study just by reading it  focus on wrapping up functionality and styling this week are the activity and rankings pages going to have any data that reflects what users do eg what buildings they walk around or is that just canned data,0,57
489,prototypes 2 not clear how the flow of the application works when looking at the prototype there are two options on the first page list and random when clicking list you are taken to the random screen for rouletting popular foods is a list then created from choosing from the random wheel what then is the purpose of the dice rolling icon on the first screen not clear how all of these elements connect and how the flow should be directed,1,81
487,i think the 2nd prototype was much more interesting than the first i liked the idea of a fitness rpg in a sense it reminds me a bit of habitica and run zombies inspirations should have included some games that you drew inspiration from,0,44
486,very well done 2nd storyboard could have been more detailed in setting the stage and addressing how the app contributes to solving the problem,0,24
485,the pov should go more into why people dont follow personal hygiene tasks consistently you may also want to broaden the scope of your app teethbrushing is too narrow i also had a difficult time following the sequencing of prototype 2 great and creative topic and idea,0,47
1354,the quiz aspect still doesnt seem very gamelike is there a point system or what rewards does the user get for completing quizzes and questions correctly ab test plan should include hypotheses and potential interpretations of results,0,37
483,prototypes are borderline too flushed out  just use single colored thick pen to constrain level of detail possible,0,18
482,inspirations lacking metaphorical comparisons   competitive analysis  why do some of these platforms fall short of addressing the user need,0,19
480,while prototypes are strong storyboards lack sufficient detail,0,8
199,some needs not relevant to brief could be more insightful,0,10
198,good work  seems as if there are interesting design opportunities about scheduling especially our reluctance to commit eg maybe syndrome looking forward to learning more about this in future assignments,0,30
195,photo 1 doesnt really cover the breakdowndesign opportunities you observed with this participant,0,13
194,as we discussed in class you should not ask people to describe how they think someone in new york does something instead you want your interviewee to reflect on what they are an expert of eg their own experiences while its great that youre reaching out to tas to get feedback ensure you are then implementing that feedback in your work,0,61
197,not enough user needs user needs are too similar and rephrased for different users,0,14
196,overall i think it was great that you covered multiple avenues through which people decide to make book purchases most people will simply jump on the conclusion that there should be a catchall app that everyone can use and viola textbook exchange solved however as you have observed it is important to consider design opportunities everywhere in bookstores social media online marketplaces etc,0,63
191,a need such as students need to have an easy usage application not too complicated to learn is too generic to offer any design opportunities,0,25
190,the observations are only factual accounts and doesnt demonstrate any empathetic reflection on how the usage of instagram affected the participants also make the breakdowns explicit,0,26
193,great job focusing on user needs the 1st photo didnt demonstrate much of a breakdown may have been better to show what was on his screen to show that he doesnt use reminders or calendars,0,35
192,there were no explicit description on what breakdowns you saw in the observations to relate to the brief reflect on what kind of emotions the stories each participant found made them feel,0,32
1454,suggestion show results from the current day by default,0,9
1455,looking good i really enjoyed the link to the course website in the help menu ,0,15
1456,two suggestions 1 for the completed goals view the whitespace can be reduced because users dont need to interact w individual lines you might even consider keeping the 3 categories collapsed and having an easy way to see how many of each type of goal has been collapsed maybe by titling the buttons easy 12 or whatever else you think of,0,61
1457,2 i would go for a friendlier font in your onboarding screens and also use different weights and sizes for emphasis the text itself is good but especially if your app is focused on shy individuals you want to be as inviting as possible,0,44
1450,deductions  redesign is not fully functional i couldnt see the goals that i added after adding them on the goals page,0,21
1451,  point off for discussion of outcomes although you are measuring a quantifiable user behavior your measurement is not wellsuited for the type of experiment youre trying to run because on mobile in order to view the tool tip text the user will alre,0,43
1452,comments  there is no tool tip in a mobile web app your assignment for the course project is to design for the mobile context if you plan to display the text when the button is tapped then you should explain that,0,41
1453,bug after adding a goal the goals page continues to show the message you dont any unfinished goal yet i considered taking a point off for this given that it is a pretty obvious bug but it might be possible that neither of your users came across th,0,48
902,think your project is headed in the right direction as we discussed in class id like to see it align a little more closely with the brief understand you plan to add analytics but was hoping to see that idea fleshed out a little more this week,0,47
903,he changes nice organization and prioritization of violations for changes very handy to separate changes done and changes todo for the filtersearch i think it can still be deconfused a little bit more with a field for text and a dropdown for certain categories its not immediately clear how the flow is supposed to work there my current mental model things that they should be separate if thats true you might want to physically decouple the filter dropdown from the search i assume the dropdown is to reorder the information that is displayed and the search input is to drill down to more specific information on the same line it looks like they are supposed to be used in conjunction before hitting the search icon,3,125
900,remove forcing login skeleton doesnt flow,0,6
901,revisiting the brief has good writing no fluff writing but i want to see more changes to the app to better align with brief and the paragraph could have gone further in that sense,0,34
906,revisit nice discussion catering to both sides of the exchange will definitely be a plus and will require a good amount of work keep looking toward other applications that do things well  a year in the lab will save you an hour in the library,0,45
907,only one additional screenrecommended implemented,1,5
904,plan may want to work on breaking down what the shopping cart page should contain especially core interactions sometimes its also best to have tasks that have strong measurability in success look into sending a may be better phrased to find a resource that has a tutorial on how to etc so that you have something concrete to go off of outside constraints may also be handy placed under each respective week so they are visible when looking at that weeks plan otherwise keep it up with the specific tasks immediately actionable is a good rule of thumb,0,98
908,development plan items should have single owner,0,7
909,flesh out tasks for example start some routing is too vague,0,11
854,well done a few small issues severity ratings were not has harsh as they could have been and you interspersed positive feedback with your general heuristic violations this is useful feedback but should have been included in your feedback paragraph the potential solutions to usability issues were overall good but a bit obvious,0,53
855,comparisons between the two apps were minimal but otherwise well done really liked the paragraph that your group came up with for this assignment as it was concise and to the point well done,0,34
856,overall  the severity ratings were off another evaluator mentioned that there was no way to see if the alarm was set or not thats a huge part of the functionality not mentioned as a violation here and not mentioned by any of your group members in the final paragraph,0,49
857,some of the specific violations that had issues it seems like there are multiple title screens which is redundant 1 i would say this is at least a 2,0,29
853,you lost 1 point  for not being more specific on the types of solutions to the usability errors that you proposed  otherwise well done overall,0,25
858,it can be hard to get the hang of critiquing others work you might have the tendency to assume that if something is confusing to you the fault is your own but this type of heuristic evaluation is specifically meant to put the person creating the prototype on notice about any and everything that might be wrong with their design,2,60
6,sketch more,0,2
745,great work with the evaluations ,4,5
747,individual he noticed some verbatim duplicate bullets between the other evaluators great thorough insight on prototype comparison at the end,0,20
1050, the main effect of this app is enhancing the rapport of a company knowing your,0,15
1051,coworkers leads to knowing your company  knowing your company leads to you working better,0,14
1052,which leads to promotions happiness and much more  this is not a sound argument and would benefit from enhanced clarity,0,20
1053,re watch your group grow like a chia pet  why would my lunch group grow  doesnt reflect what you discussed in class,0,22
1054,interaction flow mostly solid and primarily functional definitely no problem with getting lost in navigation just a few pieces of primary functionality not integrated into the flow yet where i would go to submit a comment maybe view my posts filter tags what other category pages would look like not as big of a deal for a6 but would like to see it in a7 at least mocked things,0,69
1056,dev plan good,0,3
1057,comp analysis nice analysis are you actually planning to group by location would be pretty cool but also adds a whole other level of complexity into things you would have to plan for,0,33
1059,there are no major violations to nielsens heuristics  when a user inputs their busy time there is no feedback from the system to notify the user this was done successfully  eg  a major violation of neilsens heuristics,0,37
1696,great work on the ec assignments the video could have shown a bit more of the gamification elements but otherwise was entertaining,0,22
1694,very impressed with the publicizing strategies and the video selfpromotion strats included,0,12
1695,love it,0,2
1693,aside from all the work here being very well done fantastic commentary haha had me many giggles reading through this,0,20
1690,the video is mostly a feature tour as opposed to being a creative advertisement or demonstration of user need,0,19
1698,nice work  hilarious sound effects ,0,5
1699,loved the video srsly great,0,5
1279,the mouseover for mood name doesnt really work for mobile since it doesnt work in a touch form factor think about how  you might alleviate that problem,0,27
618,great job very well organized and insightful feedback,0,8
619,good job aggregate evaluation should have more suggestions for potential solutions to the violations,0,14
612,could have better compared the two prototypes,0,7
617,great work really liked the organization of your submission,0,9
614,the connection to the heuristics could be explained better for some i wasnt sure how it connected to the heuristics,0,20
1472,forgot your github urlits ok because i already have it but pay more careful attention to the rubric,0,18
1473,online test results nice perspective toward the end very useful to think about the less techsavvy user im sure eventually at some point in time the assumptions we make about prior user knowledge may encompass things like the  but as of now what you all discovered makes a lot of sense as far as how people might be perceiving the simple icon,0,62
1470,not enough work shown for ttest the extent of work shown should be similar to if you did a ttest for math homework,0,23
1471,proposed changes should include general fixes not just based off testing,0,11
1476,great job visual design and functionality have really come along only thing missing was a clear interpretation of your chisquare results,0,21
1477,online test results well organized great seeking qualitative feedback and logging it,0,12
1474,app is looking good and pretty demoable to me really awesome to even see the integration of swipe search is working too  very nice one note on search though im not sure it was immediately intuitive that the search bar appeared in the header when clicking the search tab i kind of expected the search bar to show up on the actual page below the header great job,0,68
1478,changes  notifications might be pretty consumingnot as useful at this scope esp wo real accounts yet so i wouldnt worry about that one,0,23
1479,would be good to pluck some changes that you would want prioritized to finish before the final and place them into your dev plan,0,24
1304,comments  there are a lot of great elements in your app would like to have some more components,0,18
1305, really like your color scheme and overall polish i noticed in terms of commits,0,14
1306,deborah seems to have fewer overall but am giving the benefit of the doubt in terms of even distribution of tasks,0,21
1307,onboarding quiz i mistook the question numbers for ratings i would make the questions and the options for answers occupy the main portion of the screen and put the navigation to jump between questions less prominent,0,36
1300, the settings page as is doesnt make much sense,0,9
1301,would like to see some feedback on the charities page when i click plus what exactly did i do ive added this charity to my list of goals at that time i should also be given the option to adjust the amount of money i want to save up,0,49
1302,deductions  some functionality is lacking i wasnt able to update the time mike was last seen,0,16
1303, i dont see pervasive data customization and templating all major functionality is templated rather than copied  pasted evidence of this is using partials im specifically searching through your code for use of  of the  templating syntax intro,1,37
1497,some changes for this coming week how does a user accept a friend request or is it automatically requested there should be some clarity as to how many points a task or challenge is worth great visual design the app has really come along looking forward to your presentation,0,49
1308,expected to be taken directly to your suggestions for me after the quiz as opposed to just the home screen,0,20
1309,shai purson lol more seriously ideally this would update to my name,0,12
498,pov should isnt quite a user need making good decisions may indeed be difficult what are the core needs that come from this difficulty what part of making decisions what kind of decisions are you trying to address making decisions in general may be a pretty broad topic,0,48
499,insp good analysis of different inspirations to draw from using a feed is a really interesting idea recency relevance of past experiences is something that can definitely change an entire design experience,0,32
494,great job with the prototypes and clever ways of representing certain interface interactions dont worry too much about spending time on certain elements of the prototype if they wouldnt be too important of a design decision at this stage for example the login screen with typing etc there may not be that much to gain from testing that interaction at this stage with a prototype unless you go for something more novel in how you log users in,0,78
495,in general it wasnt immediately obvious where the two prototyped solutions critically deviated in highlevel design it seemed like they were both in the area of an inventorymarket for renting out equipment knowing exactly what core design decisions make an appprototype what it is will be important for iteration more distinguishable prototypes is very useful for such iteration thinking about the discussions and feedback had in class may help with bringing out the focus on core areas of design for your solution,0,82
496,pov wouldshould is not a user need what have you distilled from what this user group needs and what is your design strategy to address that,0,26
497,inspiration good addition of the a mentormentee system learning from how that works and why it is successful can be very valuable for your proposed solution,0,26
491,be careful using the word should in your pov your inspirations should better address why those apps dont address your problem as well as your app would i would like to see more game elements in the prototypes particularly the 2nd one otherwise great job and very thorough prototypes,0,49
492,your pov should state more clearly the user need the storyboards were very well done while the prototypes were wellmade and wellsequenced i would like to see more game elements or more reason why your points systems and leveling up matters or how this might change users behavior,0,48
493,inspirations was required that for each inspiration there be a link to or image of the inspiration,0,17
27,no questions component sketch should be visual not just words,0,10
20,good work  please label assignments to ensure clarity of what is what,0,12
21,good interview,0,2
29,dont see the video questions but otherwise good job,0,9
1709,,0,0
7,brainstorming put more focus into generating a number of diverse concepts possible solutions,0,13
972,dev plan link is broken reviewing based on link robert posted on piazza ensure this is fixed for future assignments,0,20
1086,there is no way to cancel out of the write post screen,1,12
1084,have a single assigneeowner is honestly a better word for each task,0,12
1083,after logging in if i click home from saved trips it renders indexhtml which doesnt exist as youve migrated to handlebars,0,21
1082,entering in each persons info is going to be tiresome for your users  how can you make their life easier,0,20
977,nice work  keep pushing to emphasize what makes this not just another yelp,0,13
976,submitted development plan is not supposed to be a link  follow directions  ensure submission of screenshot,0,16
975,the menu should collapse when not in use  re rob haitanis video shown in lecture,0,15
974,great prototype the camera functionality is cool,0,7
973,your heuristic evaluation are all future plans and dont include fixes that are included in the current version,1,18
1081,after i create an event i expect to be able to see what that event looks like in its submitted form,0,21
971,ensure following directions and submitting a screenshot of development plan,0,10
979,there are only 2 screens including the homescreen one of which is not fully flushed out,0,16
978,list of changes should include those that have already been completed vs only planned changes,1,15
182,i like the topic but wanted to see a more explicit discussion of breakdowns in your notes and photo captions,0,20
186,very thorough focus on being a little more concise next time,0,11
187,good effort but shopping is overplayed and the observations and needs from andrea are irrelevant to a mobile app solution,0,20
185,wanted to see a clearer connection to the quantified brief,0,10
1559,updated,0,1
1464, potential revisions not listed on development plan wish that youd added a final push to include some additional functionality to the app eg some way to track existing requirements,0,29
869,i would focus down your application though 4 things are a lot of things to cover and implement your last point seemed the most interesting to me but thats just me discuss and think what best solves the user needs you found,0,42
861,i liked the way you structured your summary of the violations,0,11
860,very thorough especially on the comparisons between apps well done,0,10
863,comparative feedback did not discuss overall relative strengthsweaknesses of the prototypes only talked about how the two prototypes shared similar issues,0,21
862,points off for  less than 15 violations in total found,0,10
865,well done overall but you didnt have any explicit comparison of the two prototypes as far as your feedback goes i think your advice was solid but could have been rephrased at times if two buttons do the same thing make their text match  maybe better to say if two buttons on different screens do the same thing make their text match another suggestions you made was to provide help if a button is confusing i think thats good advice but incorporating it also means considering the tradeoffs present between giving lots of help and suggestions and maintaining minimalist design and enabling flexibilityefficiency of use for example every time i open  the github desktop app a mini tutorial teaching me how to use the app and git shows up i have never gone through the tutorial and usually close it but it still shows up every time i use the github app which is now not very often,0,158
864,not enough violations written comparison was well done but overall insufficient feedback,0,12
867,common problem with revisit the brief you talked more about the process of making changes than the actual changes you made be more detailed,0,24
866,still some navigational deadends functionality not fleshed out on submitted pages,0,11
883,home screen is too simple to gleam any he changes also additional two screens are not fleshed out,0,18
882,your point of view and its relation to the brief isnt clear from your paragraph what are the human centered needs you are trying to satisfy how is what you describe different from already existing forums,0,36
881,navigation flow is not present for example theres no way to get back to home page from profile page or cancel the new post,0,24
887,good job on the homepage,1,5
886,development plan needs to  have owners assigned for every task,0,10
885,i like the core idea that topics and their relation to other ideas are how bloggers ideate keep developing and exploring this,0,22
884,development plan is currently too short for the scope of the project needs a lot more planning to cover the interaction with the planets,1,24
889,he changes really well done great detail on the violations and very handy organization with the list of changes where you distinguish changes done and changes to be made might look to get this to be a requirement for future a5s i really like this simple categorization,0,47
888,random agjewklgjaklgl was almost done typing everything up and accidentally closed the tab disaster time to try to remember everything,0,20
776,individual he missing severity ratings for fix prioritization,0,8
771,group he  overall good group discussion and feedback it was good that you included connection to the web development environment since that was part of your knowledge as he handling accounts and connecting them is most certainly a core part of the application that should be discussed by the team you evaluated definitely agree that he is very useful for aspects of the application that users interact with  usability is the main target of he,2,75
770,individual he well done overall organized with good comparisons drawn between the two prototypes an improvement would be to work more on the prioritization through severity ratings it seems like quite a few of the violations that were more than just cosmetic were given a rating of 1,0,48
773,individual he well organized and thorough discussion as mentioned in studio good insight on handling when dependencies cannot be reached or are broken always something important to consider in an application how can we not lose users when something goes wrong,0,41
779,individual he excellent analysis very well organized and thorough the way you phrased the violations in a perspective that really gives the story of someone experiencing the interface was great also really good work with categorizing which bits of feedback could be considered a missing feature,0,46
77,ideate more kinda fixated,0,4
76,the interest based dorms solution could be fleshed out a bit more  what differentiates it from the traditional matching survey prototype is incomplete,0,23
74,please use provided materials as they scaffold the design thinking process accordingly,0,12
73,your prototype looks more connected to the studio brief than the interview on the freshman experience,0,16
72,no actual questions in the video questions,0,7
71,questions i like the price center redesign idea,0,8
70,would have liked to see more sketches for the prototype video questions should be about subject matter of videos directly,0,20
1042,interaction flow flow is pretty good right now a lot easier to navigate through than in the past iteration main things missing here is just primary functionality implemented in all the pages remember it can be mocked up wizard of ozed but we still at least want some kind of functionality that can give users an idea of the interaction flow,0,61
1041,github link you have a lot of files within your repository that can be condensed that would make your git repo more organized and easier to navigate,0,27
1040,dev plan dev plan was incredibly blurry even when zoomed in because i couldnt read it i cant provide points for anything related to the dev plan aside from what i can infer from the color coding please paste in a more clear and readable image of your dev plan for future assignments or provide a link to your plan,0,60
1047,also include a preliminary plan for all future weeks,0,9
1044,dev plan a lot of things are still in progress make sure you have good communication with the team to get stuff done still quite a bit of functionality left to go so carefully work out the next weeks plan also a lot of these items are pretty fuzzy  not a lot of concrete actionable tasks for week 6 makes it harder to get them done have tasks such that the measure of completeness is implicit in the task that which gets measured gets done,0,85
1049,as you pointed out  yalls name is taken might want to consider a new name,0,15
1681,that pitch though audience reaction was great definitely memorable and had content to it too fantastic job,0,17
1683,great job today your  team was consistently ahead of schedule with functionality throughout the quarter and did a great job with polishing up the app,0,25
1685,thanks for an amazing quarter  you should try out the app in some real meetings if you havent already,0,19
1684,the slide is a bit heavy on the words and content the right hand side is distracts a lot from the key left hand side components and overall has too much information to consume,0,34
1687,out of the box point actually for incredibly well done functionality and implementation the amount of stuff your team fully completed is so awesome good work,0,26
1686,great job today would have liked to see more explicit discussion on the poster demonstrating what makes your application unique i think you had a lot of features that you could have talked about there and it would have been especially useful considering all the food apps,0,47
1689,video doesnt provide what the motivation for the app is,0,10
1269,week 8 has no one assigned to any tasks given our meeting with prof klemmer this planning and distribution of labor is hugely important,0,24
1268,if the user creates an even that is not at an even hour eg 807915 then the calendar is not updated  this needs a bit of debugging,0,27
668,heuristics clear but expecting the home screen rather than the login screen,0,12
667,could have used clearer comparison of the two prototypes also expected your home screen once you logged in not the prelogin marketing materials,0,23
1262,user can take a photo but followthrough functionality eg doing something with that photo does not exist  this aspect seems important to address your users needs,0,26
665,you should identify the problem or violation before suggesting a solution also a clearer comparison on the prototypes would help the team see where one is stronger than the other,0,30
664,would liked to have seen a clearer comparison of the two prototypes rather than just listing the issues each has,0,20
1267,how will a user know what the event is that they are blocking off time for its very likely people will forget and without any notes they wont be able to remember,0,32
1266,notes when user creates an account important to give user feedback account has successfully been created,0,16
1264,sharing a dish on newsfeed renders an error warning app 1018516261547542 is not allowed to create actions of type gotoappshare for user 3304206757449,0,23
1469,app is really coming together good progress and nice touch with starting some styling looking forward to any last wave of updates in the next final week,0,27
1468,online test results great job nice detail and organization with the whole process analysis and results are clear as well,0,20
1018,misc app stuff i think flow wise because of how simple the app is most of that is pretty in order its a lot of functionality work now especially since you have a decent amount of dependence on some third party applications make sure you can find a way to get that done and if its too complicated ensure that you have a backup plan for wizard of ozing it by the end of this week you want essentially a minimum viable product that can successfully let your user find their next adventure so you can get the best results out of testing surprise me is pretty straight forward so i would put a good amount of effort into getting at least one of find explorers or the map working so that a real flow exists ideally the map since it seems like the main feature,1,146
1461,nice work its mostly there,0,5
1463,excellent work,0,2
1019,great jobbe sure to update the dev plan to slowly include tasks for weeks 810 as well add your own stretch goals if any,0,24
1317,comments  appreciate the wellorganized submission theres clearly still some work to be done making this a usable app the ideas are there but its not quite ready in terms of being usable,0,32
1316,deductions  prototype isnt completely functional  my events page is still wizard of ozed should be functional at this point,0,19
1315,would be nice if account page prepopulated with data ive already provided so i know what im changing it to,0,20
1314,i like the outside constraints portion of your assignment,0,9
1313,comments  i like the potential to compare sleep trends with others,0,11
1312, didnt see data customization or evidence of templating,0,8
1311,deductions  graph functionality is incomplete its currently populated with dummy data doesnt update on the basis of entries that i input also,0,22
1310, not you button is quite large but the use case for this is probably  1 of the time try making element prominence proportional to their frequency of use  i like the idea of having a custom message for the person who logs in if youre looking for s,0,48
1319,when creating an account it asks for my myers brigs type  how do i know this can you enable your users to quicklyeasily find this out eg take them to myers briggs site but then how do you encourageremind them to come back  finish creating their profile a short custom variation of the mb test embedded within your own app etc,0,61
1318,why is johnny the only one making commits the git repo,0,11
1011,interaction flow main navigational deadend issue right now is with your menu not being functionally implemented yet technically you can back enough times to get to another point but a user shouldnt have to do that  most blocking thing right now in terms of flow  other than that the other major consideration i would give to flow is with the renting out your gear path that we talked about in studio there can definitely be a more condensed while still guided if thats what you want to go for way to request input for renting out some gear,0,98
319,obersvations not quite clear where the breakdownsopportunites are for 3rd obs yudha does textcalling to book not work is it inefficient is yudha failing to accomdate because of some facet of this method,0,33
318,observations could be more comprehensive,0,5
313,the exact breakdown in your 3rd photo was unclear to me was randy supposed to be doing homework at this time,0,21
310,very well done thank you for calling out the breakdowns explicitly,0,11
317,no recap in studio,0,4
1334,first out of the box point assigned out of both studios good work but you have a lot of progress to make for the presentation,0,25
1337,im not sure how you plan on measuring the click heat map,0,12
1332,if an event is updated would the user receive a text with updated information didnt seem to do this for me but would be important to notify users,0,28
1521,online test results awesome job i think your conclusion about which design to pick based on error rates and satisfaction surveying even with inconclusive timing measurements is very reasonable very cool working around google analytics with your own system,0,39
964,make sure your development plan items have a single owner assigned this is important even for things youll be doing together as that person will be personally responsible and accountable for the job most of your items look good so no points deducted,0,43
965,for revisiting the brief your point of view is still very much solution based and the core human need is unclear explore the need you are satisfying more deeply what makes collaborative storytelling more fun and  surprising how does that bring out empathy from people,0,45
966,ensure to complete the assignment eg spell out exactly why this is related to the brief instead of simply assuming so,0,21
960,prototype i think you guys did a great job considering you are a now a group of 2 the navigation is clean and functional i liked the simplicity of understanding in your site suggestions try to think of how your app might stand out from other fitness apps think about why those apps are successful and where they might be lacking a minor suggestion would be to have a home page so separated from the home page so that when you click on wefit you go to a home screen rather than your profile also it was difficult to tell which were plans to be implemented from your hes and which were actually implemented,0,114
961,development plan wellthought out and organized one thing to think about is scaling your development plan to 2 people and how youre splitting up tasks ie by estimated time skillset pages etc also your paragraph revisiting the brief should mention how the design process you have learned up to this point have helped you in applying the studio brief,0,59
962,prototype the major navigation is present and has a nice simplistic design it is still unclear that the purpose of the app is to challenge friends to complete tasks it might also be useful to have some placeholder examples in your what do you have to do today section so the user is fully aware that this is where they need to type tasks because this is a challenge a friend kind of game you might want to make the task list seem more competitive than simply a task list,3,90
963,development plan wellthought out and organized development plan,0,8
968,heroku link is broken previewed the html via github but the all links were broken from login page therefore not able to assess any of the development work,0,28
969,for future assignments ensure sustainable functionality dont push faulty version to your live sight if editing,0,16
1560,i like the redesign much more sleek a few issues of polish such as missing images those should be easy to add  when the amount provided exceeds a daily percentage reqd then the bar disappears entirely try catching this case and maybe making the bar red i know there isnt much time before the demos friday  2 deductions work is not evenly distributed and there is some final polish lacking on the prototype,0,73
1241, 1 point off for uneven distribution of work,0,8
878,no link to plan,0,4
1240,the prototype has made a lot of improvement from where it was previously im confident you will be able to make the corrections needed for the final project,0,28
876,development plan really solid development plan only thing missing is the addition of outside constraints in the upcoming weeks ie midterms jobs other projects etc,0,25
874,1 point deduction because the two addtional screens implemented are basically identical in content otherwise solid effort on this step,0,20
875,more detail in plan include assignment details like writing,0,9
872,overall well done deductions for  number of he violations addressed was low and didnt reflect the total number of reviews you received,0,22
1243,need a way to delete accidentally added past meals,0,9
870,prototype good job so far with the navigational skeleton some of the changes that were stated as implemented did not seem to be implemented ie no login option from guest mode navigation was good but again you will want to have a back button or clear nav bar on all pages be sure to make your site responsive to mobile size make the aesthetics consistent throughout the site  minor suggestion for the locked questions you might want to put a small padlock symbol by it so its immediately obvious that the question is locked,0,94
871,development plan good breakdown of tasks but you need to include outside constraints ie midterms for upcoming weeks so all group members are aware of other commitments,0,27
1242,suggestions  need a way to edit pictures associated with meals,0,10
9,1 point off for prototype being so short overall good job,0,11
1245,awesome to see this come together ,0,6
1244, ui for suggestions page is a bit unclear it looks like im adding 2 hamburgers at once would like to see from that page why theyre being suggested  instead of youre doing good maybe  you could use some protein along w a suggestion of an egg,0,46
890,plan well organized good work with having specific subtasks under larger groupings  keep it up with the nice immediately actionable tasks  one thing to consider moving forward with the plan is how you will indicate those unfinished tasks from the previous week and how you will prioritize those nice separate schedules tab too,0,53
892,revisit good paragraph would have also been interesting to discussion some of the very early conceptions of the app idea to compare with where it is now,0,27
893,awesome for everyones an expert,0,5
894,prototype great consistency and simplicity in your design navigation was simple and mostly laid out overall great job,0,18
1247,clicking send to message chef  from foodinfo page  confirm and message chef also are not functional so user runs into roadblock,0,21
897,minor deductions for navigational flow being a bit unclear and the additional screens implemented being somewhat incomplete overall making good progrress,0,21
646,i liked the comparison to physical books in familiar languages and metaphor,0,12
1249,notes sign out page has very low contrast between foreground and background  buttons are overlayed,0,15
1537,a couple fixes to your app in this final week there should be some way to edit your friends list ie rename delete friends again there should be some confirmation as to how many points it takes to level up or whether checking in with multiple friends is better than 1 or none etc a stretch goal for some of the gamification elements you guys were mentioning could be to have challenges or quests ie check into a lunch place with a friend or check in with 2 or more friends this could also help with solidifying your pov,0,99
767,some of the heuristics for match between system and real world would better fall under familiar metaphors and language aggregate evaluation should have more potential solutions for violations,0,28
764,individual he great evaluation good work drawing comparisons between the prototypes i particularly liked the discussion of wording of create a favr simple phrase design like that can sometimes make all the difference,0,33
1079,nice work strengthening the dev plan ,0,6
1076,the navigation in general feels cumbersome the top 30  and bottom 30of the main page is unnecessary,0,17
1077,your week 7 tasks are missing,0,6
1074,i dont understand your comparison of the background picture with other content management systems like wordpress wordpress would have even more customization options than what you currently provide,0,28
1072,dev plan nice discussion of your dev plan changes your plan is definitely a lot more concrete and detailed now good work  hope the plan is helping with team dynamics communication and effectiveness,0,33
1073,looks like your development is on track submit a clearer image of your previous development plan next week i cant read yours for this week,0,25
1070,interaction flow functionality wise everything is pretty well connected and primary functionality is there now its time to fix things up for usability on the mobile form and to work on some of the clarity of use as noticed in the studio sometimes it wasnt exactly clear what was being viewed on the home page with the whole which favrs am i doing and which ones are other people doing i think its a good start to try to delineate that by only showing completed buttons for the favrs you are doing but we can probably do better even going back to the drawing board with wording of the two categories might help sounds weird but even something where favr isnt in the phrase can be clear too for me for others with a general favrs title above both my example might not be the best but hopefully it helps trigger some potential changes,2,154
1071,small git note might want to move your code to an actual separate repo your repository is still technically forked from lab4 so its kind of a hugely iterated lab4 having a new repository for your project is a bit more appropriate and maintainable for longevity,0,46
1561,the two tables for the powerupp button testing and workout select testing were the exact same but you had different chisquare calculations was this just a typo in the numbers entered into the tables,0,34
1674,you all have done such a great job with your app im so glad to have seen this project through from the beginning you did really well in your presentation thanks for a wonderful quarter ,0,35
1675,slide didnt feature the app interface and could have had less text but i was really impressed by the functionality of your app great visual design and im so glad to have seen this project through from the beginning thanks for a great quarter ,0,44
1676,great job today for the common problem space that your team picked i think you did a fantastic job and bringing a unique twist to it with the colocated tech assisted live participation and randomized rolling,0,36
