ID,assignment,comments,length
922,5,"I was a little unclear on what changes you planned to make and which you had made already. Also, your Assignment Dashboard felt more like a skeleton than a fully fleshed out page. However, as discussed in studio, I am more concerned that you think deeply about how to motivate and encourage students, rather than just provide a central place for them to track grades. Focus on your user needs and don't get too sucked into coding a feature that does not directly address them (though you should spend significant time developing this week).",94
923,5,more detail in the revisit brief paragraph. more functionality for the two screens. good skeleton tho.,16
924,5,"Prototype: Navigation is clean and mostly there so good job on that. I also like that the functionality is simple and not too cluttered. One thing is that it is still unclear what your POV is from looking at the app. You want your app to stand out from other fitness apps (MyFitnessPal, Fitbit, etc.). For example, one thing lacking from Fitbit is that when not wearing a Fitbit or when not competing with friends, users often aren't as motivated to exercise because it isn't being monitored. Think about how you app can improve upon that intrinsic motivation problem. ",100
925,5,"HE Changes: Do not see strong evidence that some of these changes were implemented in the app so far. In fact, change #11 is actually still pretty present -> as a user it looks like I can click the schools on the front page, but nothing happens. Technically you implemented change #13 but that's not quite an important change to address the evaluations at this moment. Would have liked to see things like #3, #11, etc. At least some simple interface changes that would have a large impact on usability. ",91
926,5,Plan: Good detail on the plan -- categorizing with the title column is very useful! Keep going for listing immediately actionable tasks. Love that notes include resources for where to start digging for information related to the tasks.,39
927,5,"App:  The current navigational skeleton is confusing. From the first page, as mentioned earlier, it is already odd that the user is unable to click through any of the colleges listed. After drilling down into a college, the app navigation completely chances as a header and footer are added. Header actions don't link to any skeleton pages. Footer works, but again, inconsistent with earlier stages of the application. You'll want to work on making this all consistent as soon as possible, as well as making sure things that users expect to happen when clicking, do happen as often as possible. From studio, also consider what kinds of persistent, user-specific information will be important for both high school users and college users. When I log on and have been using this app before to set up appointments, what will I want to see to check up on those? What will be most important to me to make all this exchange as smooth as possible?",164
928,5,"Revisit: Explanation of relation to brief is there, but discussion of concrete iterations through the design cycle is very, very generic. The first half of the paragraph could be applied to every project and not give too much insight into what specifically happened as the team worked through this first half of the quarter. Where did your ideas start? How did they change? What were some major influences? etc.",69
929,5,"Plan: Development Plan: Tasks are too big/high-level! A good rule to go by would be tasks that are immediately actionable. More specific is better. For example, two additional pages -> there's a lot of overhead to be decided before you can actually act on this item. Which two pages? What should be on them? Key links after navigation -> what key links? What is the skeleton? Work on changing this for future tasks in the development plan.",77
930,5,"Revisit: Good discussion here about how you iterated from initial idea conception. Making the group experience fun and having a final judge can definitely be useful for facilitating exchange. One thing you'll definitely have to consider is the cost of employing this ""final judge,"" especially if you are a wishy washy rascal that doesn't care to take part in deciding. You'll want to lower this cost as much as possible. One way to go about this is to take advantage of repetition. People with this problem may or may not (up to you to find out/decide on this) go out and eat often. How can we leverage this, especially if it's same/similar groups of people going out repeatedly? Can we give some extra value/incentive to those who use this over and over again (which ideally is true, if it is a fun and easy final judge)?",146
931,5,"App: In terms of interface, really work on making actions obvious to users. Currently, it's really hard to tell what you should be clicking (tapping), and what to expect from when you do click things. Remember to use metaphors from real life. If you want a button, make it look like a button. Or, if you want larger tiles, make them look like larger tiles that can be clicked. When setting restrictions, considering that categories will be limited by what your system registers in its filter system, maybe you should just provide all the options to restrict, and just let users tap through things they don't want, instead of having them type out a listing manually. Just a consideration. Lastly, in relation to my earlier comments on the brief revisitation, you might want to think about having a way to save groups and keep them persistent. This a great way to not only make it easier to use the app repeatedly, but also to facilitate repeated exchange between groups of friends. This can be a great encouraging factor to hop on the app and rile up your pals to go eat. ",192
932,5,"HE Changes: Very thorough listing of HE violations and changes to address them! Also nice organization with categorizing which changes you've already done and which are in progress. Not sure where 'Make the Login page the first page' is occurring, might have been an outdated change?",46
933,5,"Plan: Would like to see a little bit more specificity in tasks. Focus on having things that are immediately actionable. For example, 'Use HE to make changes to HS, ADP, and Log' is a pretty big task assigned to the entire group. That requires a pretty big overhead in deciding who at what moment does what in particular.   I would move the stretch goes into separate feature tasks so they are easier to keep track of and more modular in terms of who to assign to and what to do etc. Missing time estimates, makes it hard to account for potential scheduling obstacles. ",106
934,5,"App: Good use of very obvious buttons and action colors (blue for link!) to show what should be clickable and what is not. In terms of mental models, that part of what a user should expect is nice and straightforward. Interface wise, the flow is not quite clear in how navigating through as a guest and as a user is supposed to differ. Currently it seems like just a hodgepodge of both mashed into the main screen. Key interaction flow that will want to be worked on next will be what happens after a user creates an event and, on the flip, what happens after a user joins an event. How will that part of the exchange be handled to make sure the end goal for these users is met? Higher-level comments below.",133
935,5,"Revisit: In terms of idea/app identity, one thing I would like to see more clarity on in the future is the target audience. I think when a lot of people hear 'events' it seems to cater more to the larger organized events put together for whoever wants to drop by -- not much of a limited allowance on attendees. It seems though that your app is more geared toward just regular people looking to start an activity but are lacking a few buddies to kick things off. If that is so, how can we bring out this core feature of the app? Or maybe you want to appeal to both kinds of things. At this point, it's not too immediately obvious so figuring out how to push whatever identity out will be pretty important. ",135
936,5,Plan: May be useful to add another column for page to organize grouped subtasks (if you want to organize by page). Might be easier to visualize overall development structure that way.,33
937,5,"App: Good progress so far. Would have been better to implement an additional screen that wasn't just the sign-up page. I wouldn't really consider that page to be much of a main functional page so it doesn't aid too much in understanding the core interaction flow of the application. From studio, I actually do like the full screen map, but also agree with some of the feedback that it may be good to move the bottoms and hero title into a specific header and footer overlaid on top of the full screen map, just to give it more of a separated interface feel. Also noted in studio, think a bit about the core functionality of the find explorers option, and how you want to integrate that into the core of your app if you do end up using it. Another part of the interaction to consider is what users will do if they are not sure exactly where they want to explore, but still want to follow where their friends go. I think close places would probably handle that well for locations that are near, but what about far? Probably not a huge priority item but something to to think about. There will probably be more to discuss as the flow of location -> listing of places becomes more fleshed out. ",222
938,5,Revisit: Missing discussion of concrete changes over time with design tools learned thus far. I like the leveraging of already made networks to gain more catered 'reviews'/indicators of where to go.,32
939,5,HE Changes: Good work! Might be useful to condense all of these changes into a super concise list for ease of reference as you progress through development in the next few weeks.,32
940,5,"Plan: Focus on having more specific tasks. A good rule of thumb to go by is immediately actionable. You seem to have a lot of broad tasks that can definitely be broken down.  A lot of your main pages are just listed as one single item, but there are probably multiple elements that are involved in those pages. You can either be more specific in the task or break them down into subtasks. Otherwise, the task becomes a multilayer of figuring out what to do, and then actually doing it (not immediately actionable). ",95
941,5,"App: Good progress so far! To review some notes from studio, think about grouping all the ""Join"" portions of flow separately from all the ""Create"" portions of flow on the first screen. Clicking the name of the app in the menu to exit and log out of the current meeting session is not very intuitive, might as well just have a ""leave"" button or something similar. Things to think about moving forward - how will the moderator view differ from the user view? What other partial information may be useful to show on the listed pollings? Input validation/input display. Highly encourage if you haven't already to go talk to some student orgs that do a lot of polling/voting (student government ones are a great target group) and watch a meeting to see what might be best for facilitating this exchange. Would be really awesome to see this actually being used @ some meetings on campus one day. ",158
942,5,Revisit: Missing discussion of concrete changes made to the project throughout these first few weeks of the design process.,19
943,5,"you can put time spent on the assignment itself, e.g. compiling into pdf, writing revisit the  brief paragraph. account for every task you do.",25
944,5,"the paragraph on revisiting the brief talks too much about the process of making changes, and not about the changes themselves. i'm glad you discussed the 5-stage model, though, and it's tough point to take off.",36
945,5,"Owners needs to be a single person, and needs to be assigned to all tasks. Clarify external constraints such as other projects/midterms.",22
946,5,The implemented screens aren't the functional priorities. Especially the about page.,11
947,5,The login button disappears when anywhere other than the home page. Navigation menu doesn't work when in feed page. About changes to About Us when in About page.,28
948,5,"Your paragraph is mostly a factual recounting, and doesn't provide much reflection on the project's trajectory. How has the core idea of supporting emoji use changed over the course? Evaluate/explain that core need more deeply.",35
949,5,"Prototype: Home screen is still a bit lacking in including a mental model as to what the app is and how it works. Great work on the profile and help pages. Navigation is mostly all there. One minor suggestion would be to allow the user to move out of the hamburger menu by clicking outside it (rather than having to click on the menu again). One thing you mentioned you implemented was error prevention in the listing of ingredients, but it didn't seem evident yet.  Good implementation of changes from your HEs.",93
950,5,"Development plan: great development plan. I really liked that you included stretch goals and a ""discoveries"" section.",17
951,5,"Prototype: I'm really impressed with the effort you put into redesigning your idea and paper prototyping. I think you were able to glean insights that you were stuck on before, and it seems that you're more confident in your idea now. The simplistic design is great. The only thing that it's missing is a log out button, but this can be implemented for future assignments. The interactions are still a bit clunky and ill-defined in terms of the symbols. Also, the back button and help button seem to be stretched in the web version. ",95
952,5,"Development plan: the screenshot provided was really blurry when zoomed in and difficult to read, but I judged it based on your description. Good accounting for vacations, assignments, etc. ",30
953,5,"Prototype: I loved the animation, very creative and well-implemented early in this stage. The navigation overall is very simplistic and well thought out. A couple suggestions: The scrolling mission log is overwhelming. Might be useful to collapse them and make them individually expandable. The mission frequency circles were misaligned when resized to mobile so it was a bit confusing to know which frequency is chosen. When I hit enter after entering a subtask, I was expecting to be able to create another subtask but was sent straight into my mission even though I hadn't finished writing out my tasks. As a bonus, you might want to also add a ""time"" component to a due date so that users can also set what time a task is due. ",128
954,5,"Development plan: Very nicely broken down tasks in your plan. You will want to include any outside constraints coming up as well (i.e. midterms, other projects, jobs, etc.)",28
955,5,HE changes were all future changes.,6
956,5,"Development plan should have immediately actionable items: e.g. ""Logistics page"" does not suffice; Generally an actionable item will have a verb and specific object, such as ""Setup HTML skeleton for logistics page""",32
957,5,Only one additional page(profile page) implemented.,6
958,5,Your Brief Revisit jumps back and forth between the two prototypes and is confusing.,14
959,5,"Development plan: Your plan should include due dates even if tentative. Also should include outside commitments and constraints for each member (i.e. midterms, part-time jobs, other classes, etc.). Otherwise, a well-laid out plan.",33
960,5,"Prototype: I think you guys did a great job considering you are a now a group of 2. The navigation is clean and functional. I liked the simplicity of understanding in your site. Suggestions: Try to think of how your app might stand out from other fitness apps. Think about why those apps are successful and where they might be lacking. A minor suggestion would be to have a home page so separated from the home page so that when you click on ""WeFit"" you go to a home screen rather than your profile. Also, it was difficult to tell which were plans to be implemented from your HEs and which were actually implemented. ",115
961,5,"Development plan: well-thought out and organized. One thing to think about is scaling your development plan to 2 people and how you're splitting up tasks (i.e. by estimated time, skillset, pages, etc.). Also your paragraph revisiting the brief should mention how the design process you have learned up to this point have helped you in applying the studio brief.",59
962,5,"Prototype: The major navigation is present and has a nice simplistic design. It is still unclear that the purpose of the app is to challenge friends to complete tasks. It might also be useful to have some placeholder examples in your ""What do you have to do today?"" section so the user is fully aware that this is where they need to type tasks. Because this is a challenge a friend kind of game, you might want to make the task list seem more competitive than simply a task list.",90
963,5,Development plan: well-thought out and organized development plan,8
964,5,Make sure your development plan items have a single owner assigned. This is important even for things you'll be doing together as that person will be personally responsible and accountable for the job. Most of your items look good so no points deducted.,43
965,5,"For revisiting the brief, your point of view is still very much solution based and the core human need is unclear. Explore the need you are satisfying more deeply. What makes collaborative storytelling more ""fun and ... surpris[ing]""? How does that bring out empathy from people? ",47
966,5,ensure to complete the assignment e.g. spell out exactly why this is related to the brief (instead of simply assuming so),21
967,5,List of changes should include those already implemented,8
968,5,"heroku link is broken. previewed the html via github, but the all links were broken from login page. Therefore not able to assess any of the development work",28
969,5,"For future assignments, ensure sustainable functionality (don't push faulty version to your live sight if editing) ",17
970,5,Nice work --,3
971,5,Ensure following directions and submitting a *screenshot* of development plan,10
972,5,Dev plan link is broken (reviewing based on link Robert posted on Piazza) ensure this is fixed for future assignments,20
973,5,Your heuristic evaluation are all future plans and don't include fixes that are included in the current version.,18
974,5,Great prototype! The camera functionality is cool.,7
975,5,The menu should collapse when not in use -- RE Rob Haitani's video shown in lecture,17
976,5,Submitted development plan is *not* supposed to be a link -- follow directions + ensure submission of screenshot,18
977,5,nice work -- keep pushing to emphasize what makes this 'not just another yelp',15
978,5,List of changes should include those that have already been completed (vs only planned changes),15
979,5,There are only 2 screens including the homescreen (one of which is not fully flushed out),17
980,5,"RE Rob Haitani video watched today in lecture -- don't put redundant information when screen real estate is so limited (e.g. 'housing' 'jobs' 'schools' buttons directly above 'housing' 'jobs' 'schools' ) If you think they aren't redundant, then make this more obvious",42
981,5,No third screen is present therefore lacking both functionality and navigation,11
982,5," he violations with a 0 severity rating don't need to be mentioned in your list. Deductions for navigation - there was some confusion as what was intended by different screens when reviewing after your presentation.  Paragraph does not state explicitly what your app does, which makes it hard to see how it is connected to the brief. The paragraph says what you did (prototyping/storyboarding) but not how those processes affected your final design/how your design changed over time. ",81
983,5,Navigational flow still needs some more thought. You're showing the input screen and the results o f inputting an entry on the same sreen at once which means you're not thinking about how things are laid out before anything has been input.,43
984,5,"More effort put on functionality than on navigation here. A few points off for the navigation lacking flow, but otherwise overall good!",22
985,5,Your HE evaluations were thorough and reflect the evaluators' experiences at a deeper than surface level. Good job!,18
986,5,"Development plan is a little too sparse, and each item should be an immediately actionable item. For example, ""Work towards Interactive-prototype"" is not an actionable thing that you can sit down and start on.",34
987,5,"Each item should have a SINGLE owner, even if everyone will contribute. This ensures that someone is accountable and personally responsible for seeing work for it gets done.",28
988,5,"Your development plan items need to be immediately actionable. e.g. ""logo"" is not an immediately actionable item; ""Draw 5 candidate sketches for logo."" makes clear what the necessary action is. Owner should be a single person. Include outside constraints such as other projects or midterms as part of your weekly budget.",51
989,5,"Your idea regarding anonymity and collaboration needs to be explored/explained further, as very often anonymity actually drives away empathy.",19
990,5,"HE Changes: Good job. I'm particularly interested to see how the twitter follower model will turn out - really good to think about how other models work to decide on how to build your own. You're probably already thinking about these, but don't forget to also consider some of the smaller HE evaluations like wording, flow with actions, etc. ",60
991,5,"Plan: Pretty solid plan. Keep working with specific, immediately actionable tasks. Moving forward it might actually be useful to add another column that categorizes which page(s) the work is to be done on since it appears you're already making that distinction in all the tasks. I like that you have tasks outside of just development, like finding design inspirations. ",60
992,5,"App: Overall good process so far. As noted in studio, the main interface considerations I would give for the first functional page with the feed would be the coupling of ""Ask"" and ""Undecided."" Currently, they are grouped, but ""Ask"" is more of an action event that leads to creation while ""Undecided"" is more of a navigational/filter button. Perhaps you may want to decouple this and have ""Ask"" create be a separate interface element, and let the bottom tray be entirely for navigation throughout the content that is already available. Other things to think about: partial information display on the question cards (I see this start to form on your ""Undecided"" page, but there's a lot going on in there with different colors and symbols and you may want to narrow down to a few easy to interpret indicators of the status of a question), what determines when a question is officially decided. I like the promise of having the ""Undecided"" section of the feed. For a little bonus incentive, would be cool to have something telling users they are awesome when the ""Undecided"" section is empty. I've seen that employed in some apps and thought it was really fun and encouraging to go answer things. ",206
993,5,Revisit: Nice discussion about reaching the two main target audiences on both sides of the exchange. These two groups will be very important to always keep in mind as the app is worked on.,35
994,5,"Plan: A good amount of specific steps. Be careful with some of the tasks; you want them to be as immediately actionable as possible.  For example, develop movement between screens of the app, could be more specific in what that means. Otherwise, it would require extra mini tasks beforehand to figure out what that movement means, before actually doing the implementation.  Same goes for creating skeleton pages for pages we might need - can we be more specific here?",81
995,5,"App: One huge piece of the skeleton and flow that I don't quite see is organization pages. I imagine organizations would have some info to be able to be drilled into via list of orgs and maybe even in your profile for orgs that you've matched into. How is that part of the app going to be navigated to and fro? Seems important especially if a big part of your app is to connect people to orgs for interaction, not just matching. Some notes from studio: feedback on yes && feedback on no, weird button names after adding something to your interests, system status on how many orgs you need to cycle through. ",114
996,5,"Revisit: Would have liked to see more discussion of concrete insight/changes throughout iteration in the design cycle. A lot of this seems like fluff that isn't too specific to your team's experience working through to this current point -> what in needfinding, HE, and prototyping, led you to making a better app? Your initial idea was matching a person to a club. Right now the model also looks like the main actions are to match someone up or view a list. What is it in your idea now that illustrates the new experience you are hoping to design? You mention interacting and connecting with organizations, but that's still very vague. ",111
997,5,Plan: Nice plan! Keep working with immediately actionable tasks.,10
998,5,"App: Good progress so far. As noted in studio, I like how to tested with different amounts of user input -- keep that up + think about input validation/displaying etc.! ",31
999,5,Some thoughts: - Work with the right most icon (star) a bit -- may not represent what a user would expect it to represent.,25
1000,5,How would you like a user to proceed if they have a category in mind to browse into?,19
1001,5,"- If I post things, what's the quickest way for me to jump to those posts or display those posts/their results?",21
1002,5,"Random thought -- when searching for feedback on fashion, will people ever want to have multiple photos/angled grouped in a single post? If that were the case, would you want to allow for this but place a limit on how many? Could be interesting to consider. ",48
1003,5,HE Changes: Interesting dialogue approach with the HE evaluations; fun to read! Might be useful later to condense this into a concise list just so it's easier to keep track of for changes in the future.,37
1004,5,"Plan: The main thing I would work on for your development plan is to have more specific tasks. A good rule of thumb to go by is immediately actionable. You want to avoid leaving tasks largely open ended like Create ""X"" page. There's a lot that can happen on a page! One way to work around this is to group several smaller tasks under one page. That way, it's all organized but the team and anyone reading the plan also has a good idea of what immediately actionable items need to be done. Tasks like you have toward the end of week 6 are better. ",106
1005,5,"App: Good progress with straightforward navigation flow. Navigation at the top of the screen could probably be condensed (you probably already have this in mind) to not take up 1/3rd of the screen. As discussed in studio, be sure you have plans for how to validate && display all kinds of user input. On the home screen, you'll want to distinguish favrs that you need to do, and that others need to do for you. One higher-level consideration that I think is important is the overall model of requesting favrs. Currently it seems like you must request one from a specific person. I originally thought the idea of the app was to sent out an SOS into the world when you need a favor done, and someone interested picks it up. Is that an element of the app that the team decided to remove? If so, then the focus of this app will definitely more be on the managing favrs side of things, rather than the connecting people with favrs approach. Whichever model you decide to run with, just make sure you think about what the core of the app will be for the target audience.",196
1006,6,competitive analysis could be more convincing. i hope you try to distinguish yourself more. add more detail to dev plan. Ola and Paulo need to start pulling more weight.,29
1007,6,great competitive analysis. didn't distribute work to kaitlin? pre-assign the tasks. more detail with tasks.,15
1008,6,Great progress so far! Definitely on a good pace.,10
1009,6,"Don't have too many major comments on high-level things. Maybe the largest scope consideration would be any power that the owner of the meeting has. Can they kick people, can they restrict who can ask questions/make polls, etc. Might be useful to look into and it's some set of features I might actually want if I were to use this app in a meeting / lecture etc. The only other changes I have in mind right now is what we talked about in office hours about the navigation indicators, kind of like breadcrumbs, that tell you where exactly in the app you are (for example, on the page where it shows all the polls, the top header can just say ""Polls""). Buttons can be bigger, since it is for mobile. ",131
1010,6,"Competitive analysis: Hard to tell from the description what the actual space of the competing market is. What are the other products doing?  The reason why this is important is because one of the best ways to understand the advantage of your product is to understand the rest of the solutions in the same market space. Additionally, really considering the space helps bring out who exactly you would be competing with. If being catered to outdoor gear is what you are going for, perhaps a huge competing solution is simply outdoor gear rental stores. In that case, being catered to outdoor gear is not really the competitive advantage that you want to focus on. etc.  ",118
1011,6,"Interaction flow: Main navigational dead-end issue right now is with your menu not being functionally implemented yet. Technically you can 'back' enough times to get to another point but a user shouldn't have to do that - most blocking thing right now in terms of flow!  Other than that, the other major consideration I would give to flow is with the 'renting out your gear' path that we talked about in studio. There can definitely be a more condensed while still guided (if that's what you want to go for) way to request input for renting out some gear.",100
1012,6,"App things: Renaming rent out vs. rent. Back vs. menu icon. The amount of space that the header takes up varies at different points in the app, not really that big of an issue but something I noticed. I think everything is looking pretty solid and worked out with what you have so far. Simple and usable. Really the next thing to focus on is the exchange point past viewing and listing items to be exchanged. Once that's thought out and handled you should have a MVP (minimum viable product) ready for some more intensive testing! Totally fine to not do all the kinds of gear, but would be cool to see at least one other listing page fleshed out besides tents, since having content catered to specific item was one of the nice features you had described for your app. As we get closer to the end, think about ways to highlight the best parts of your app; things that make it really unique! ",166
1013,6,Supporting info: Haha nice self destructing task message.,8
1014,6,"Competitive Analysis: Good distinction from Yelp, but I'm not sure they are the *best* fit for covering similar solutions in the same market. Your app is based on utilizing media to explore where other people have explored. For Yelp, that's a very secondary at best function. Can you find any other apps that focus on the idea of friend check-ins? ",61
1015,6,"Interaction flow: ""Find Explorers"" page primary functionality not quite clear and usable at the moment. ",16
1016,6,"Data: It's a start for data usage, but as of turn-in pretty sparse usage. Could you have better mocked up the find explorers page with some JSON data?",28
1017,6,Dev plan: The creep block items probably could have been budged better toward finishing the primary functionality of all pages (namely find explorers),23
1018,6,"Misc app stuff: I think flow wise, because of how simple the app is, most of that is pretty in order. It's a lot of functionality work now, especially since you have a decent amount of dependence on some third party applications. Make sure you can find a way to get that done, and if it's too complicated, ensure that you have a back-up plan for wizard of ozing it. By the end of this week, you want essentially a minimum viable product that can successfully let your user find their next adventure so you can get the best results out of testing. Surprise me is pretty straight forward, so I would put a good amount of effort into getting at least one of 'Find Explorers' or the 'Map' working so that a real flow exists (ideally the map, since it seems like the main feature). ",147
1019,6,"great job--be sure to update the dev plan to slowly include tasks for weeks 8-10 as well. Add your own stretch goals, if any.",24
1020,6,"App: Submit button on home page is missing though the functionality is there. One thing that hasn't yet been fleshed out is what happens when the user starts cooking? How can the user unlock more tastebuddies?    Instead of having the ""chef"" icon on your recipes, maybe just allow the user to see the recipe by simply clicking on the image. This would seem to be more intuitive. The bookmarked pages tab doesn't lead anywhere. Should at least lead to a placeholder page.",85
1021,6,Competitive analysis: Your analysis doesn't specifically mention any of your competitors. You should include specific apps that are similar to yours and compare them explicitly to show why yours is different or better.,34
1022,6,"App: There is a lot of text on each of the pages and a lot of scrolling. You may want to think of ways to either shorten the text or make it easier to navigate through the text. Having the ""Learn more"" and ""Let's get started"" buttons in two different places are a bit redundant and confusing. A better way to link these two would be to have a single button to get started and a link to the ""learn more"" underneath it. It is also unclear what the levels are. When ""Level 1: Stiffy"" appears on the page, I was unaware of what this meant.",106
1023,6,Competitive analysis: 2 of the 3 apps you mentioned were geared to children. You should touch upon more apps that are geared towards your target demographic (like the Chore Wars app I linked to you in Piazza).,37
1024,6," App: I liked the flipping card portion, great functionality. The tutorial page doesn't lead anywhere. You should have it lead to some placeholder page at least. Good functionality and navigation otherwise. The symbol for your House Settings makes it seem like this would be the home page even though it isn't. You may want to change that to have a more generic settings symbol. I think you might also want to emphasize the house-splitting aspect of this app and really emphasize the trading card system of it as this is the major differentiation between your app and others that may be similar.",103
1025,6,Github URL didn't work. Couldn't give points for JSON data without this info. Task for testing wasn't very detailed or concrete. A better task would be to ask user to complete a chore and verify it.,36
1026,6,Competitive analysis: No comparison to other apps on the market. You should explicitly state what other types of workout apps are doing and why yours is different or better.,30
1027,6,Task: 2-sentence task isn't really a concrete task for users to do. Instead it describes what the app can do.,21
1028,6,Competitive analysis: could go more in-depth into how the interactions of your app make yours better than the existing apps. The current competitive analysis doesn't really  dive into how your features differ from other apps.,37
1029,6,"App: I think the game elements still need to be better fleshed out., and the POV is still not very clear. Good visual design and simple navigation. ",28
1030,6,Task: the task given is not very concrete. Should be very specific as to what user should do.,19
1031,6,"App: Good, simple navigation. On the mobile version, the potato is blocking a portion of the ""add task"" button, which might cause issues for the user trying to find it. It is also not as clear as to what the Plus button means. It is still unclear that the challenges part is the main functionality of the app and should be more emphasized. If I were a new user, I wouldn't think that challenges is where friends have challenged you, I would think that it was a place to add personal challenges for tasks.",94
1032,6,"Comp Analysis: Follow up: if you could come up with a single sentence tagline for your application, what would it be? Fun to brainstorm as a group! ",28
1033,6,Interaction Flow: Flows! Love the change with the navigation from burger to tabs. Definitely works well with the amount of paths available to the user. The one bit of flow left that's still a little fuzzy that I know your team is already working on is that from picking delivery/pickup to payments and so on. A lot of that was already mentioned in studio.,65
1034,6,Dev plan: Nice progress!,4
1035,6,The pages don't have their main functionality implemented.,8
1036,6,The task items must be clearly actionable. The week 7 tasks are too vague.,14
1037,6,A few too many tasks are in progress or incomplete this week. Adjust your next week's plan accordingly.,18
1038,6,Much of the functionality hasn't been implemented. The navigation is also still clunky as I am not exactly sure what I can do with the app and the skeleton. Task should be focused on the functionality rather than having user simply sign in and explore.,45
1039,6,"App: While the idea is creative, there is still much to be done about the functionality. It is unclear what to do upon logging in and doesn't really yet feel like a game. A good way to introduce someone to a game app is to have them learn while playing through it! It's unclear what exactly the game does as well. The symbols are still somewhat confusing. The navigation within the pages is still clunky and doesn't provide any indication as to what those pages actually are. ",88
1040,6,"Dev plan: Dev plan was incredibly blurry even when zoomed in. Because I couldn't read it, I can't provide points for anything related to the dev plan aside from what I can infer from the color coding. Please paste in a more clear and readable image of your dev plan for future assignments or provide a link to your plan. ",61
1041,6,Github link: You have a lot of files within your repository that can be condensed. That would make your git repo more organized and easier to navigate.,28
1042,6,"Interaction flow: Flow is pretty good right now, a lot easier to navigate through than in the past iteration. Main things missing here is just primary functionality implemented in all the pages. Remember, it can be mocked up/ wizard of oz'ed, but we still at least want some kind of functionality that can give users an idea of the interaction flow. ",62
1043,6,"App things: The way a user is supposed to interact with the friend group at the moment is a little unclear. Might want to have that decoupled from the other functionality on this main page so a user can create the group, set that aside, and partake in the rest of the app flow without worrying about its existence. Maybe for now you even want to just wizard of oz and have it work for adding anyone else who has signed on to the app. That way you can actually test it with two computers or something. You wanna get a MVP up and running as soon as you can (minimum viable product). Another major missing piece is how the vote environment gets created. Currently it just sorts of jumps to that mocked up page with two options. How functional do you want that part of the app to be? If it's too much trouble, you can focus on the random/restriction path first. At least get one of them working. ",171
1044,6,"Dev Plan: A lot of things are still in progress, make sure you have good communication with the team to get stuff done! Still quite a bit of functionality left to go so carefully work out the next week's plan. Also, a lot of these items are pretty fuzzy -- not a lot of concrete actionable tasks for week 6. Makes it harder to get them done. Have tasks such that the measure of completeness is implicit in the task. That which gets measured gets done. ",87
1045,6,"Interaction flow: Good progress on getting a lot more primary functionality done. A huge majority of the flowing issues right now are still stuck in not catering to the mobile form factor. Even things like the menu dropdown are cut off, and the bottom footer is pretty unusable. Some of the grouping of actions are a little oddly placed too. Login is under more, but creating accounts are slapped into the front page. If that placement is done on purpose, the purpose should be clear. Additionally, as we spoke in studio, the purpose of the colleges on the front page can be communicated better too. ++ Duplicated search bar. I think other levels deeper into the application are more clear, but the home page is the most overloaded with unclear actions. ",132
1046,6,Same as last week: Development plan is currently too short for the scope of the project. Needs a lot more planning to cover the interaction with the planets.,28
1047,6,Also include a preliminary plan for all future weeks.,9
1048,6,nice work !,3
1049,6,"as you pointed out,  y'alls name is taken... might want to consider a new name...",16
1050,6,""". The main effect of this app is enhancing the rapport of a company: knowing your",16
1051,6,"co-workers leads to knowing your company - knowing your company leads to you working better,",14
1052,6,"which leads to promotions, happiness, and much more"" -- this is not a sound argument and would benefit from enhanced clarity",21
1053,6,re: 'watch your group grow like a chia pet' -- Why would my lunch group grow?  doesn't reflect what you discussed in class,24
1054,6,"Interaction flow: Mostly solid and primarily functional! Definitely no problem with getting lost in navigation. Just a few pieces of primary functionality not integrated into the flow yet. Where I would go to submit a comment, maybe view my posts, (filter tags?), what other category pages would look like (not as big of a deal for a6, but would like to see it in a7, at least mocked things).",69
1055,6,"App things: As talked about in studio, leaving the home page to just have a feed of popular/all/new/hot/trending etc. posts and abstracting the category selection away to something smaller would be great! The biggest part missing right now for it to all minimally work is the part where a user wants to contribute something, whether that is a new post or a new comment. For a new post, would be good to be able to keep track of my own posts. If you provide search, you'll probably want that on different category pages too for drilling down, just like you have the tags (which I think you mentioned were going to be clickable). All the filtering/drill down/ search stuff shouldn't be too bad to implement, but if it becomes too convoluted, I wouldn't necessarily prioritize it. Focus on having an entire flow doable from start to finish from a user trying out your app -- prep it up for the testing to follow!",163
1056,6,Dev plan: Good.,4
1057,6,Comp Analysis: Nice analysis. Are you actually planning to group by location? Would be pretty cool but also adds a whole other level of complexity into things you would have to plan for.,34
1058,6,Nice work all !,4
1059,6,"""There are no major violations to Nielsen's heuristics."" -- when a user inputs their busy time, there is no feedback from the system to notify the user this was done successfully -- e.g.  a major violation of Neilsen's heuristics",40
1060,6,"Your development plan does not include actual hours spent -- this is a *very* important column, please add",18
1061,6,Navigation is inconsistent/lacking. Why does the top menu disappear in the profile?,12
1062,6,Good work for the synchronous whiteboard.,6
1063,6,Beware on focusing too much on stretch goals or setting too many goals as you missed some this week.,19
1064,6,"Focus on interactive functionality over splash page, animation, about page.",10
1065,6,"I'm guessing in the profile page the mood, genres, etc. will be editable somehow?",14
1066,6,"Competitive analysis doesn't comprehensively cover the features mentioned. For example, how does your app's voting feature differ from other voting apps?",21
